|CUI|LAT|TS|LUI|STT|SUI|ISPREF|AUI|SAUI|SCUI|SDUI|SAB|TTY|CODE|STR|SRL|SUPPRESS|CVF|WIKIDATA|MESH_WIKI|SNOMED_CT_WIKI|ICD10_WIKI|ICD10CM_WIKI|ICD10PCS_WIKI|NCBI_WIKI|WN31|WN30|WN_SENSE|SNOMEDCT2ICD10|ICD10ENG|ICD10CM_SPA|ICD10OCS_SPA
3687297|C0343375|ENG|P|L0030525|VW|S0217559|N|A17837350|||A01.1|ICD10CM|PT|A01.1|Paratyphoid fever A|4|N||Q705906|D010284|||A01.1|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea A|
3687298|C0343375|ENG|P|L0030525|VW|S0217559|N|A17837350|||A01.1|ICD10CM|PT|A01.1|Paratyphoid fever A|4|N||Q705906|D010284|||A01.3|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea A|
3687299|C0343375|ENG|P|L0030525|VW|S0217559|N|A17837350|||A01.1|ICD10CM|PT|A01.1|Paratyphoid fever A|4|N||Q705906|D010284|||A01.4|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea A|
3687516|C0343376|ENG|P|L0030526|VW|S0217560|N|A17798889|||A01.2|ICD10CM|PT|A01.2|Paratyphoid fever B|4|N|256|Q705906|D010284|||A01.2|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea B|
3687517|C0343376|ENG|P|L0030526|VW|S0217560|N|A17798889|||A01.2|ICD10CM|PT|A01.2|Paratyphoid fever B|4|N|256|Q705906|D010284|||A01.1|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea B|
3687518|C0343376|ENG|P|L0030526|VW|S0217560|N|A17798889|||A01.2|ICD10CM|PT|A01.2|Paratyphoid fever B|4|N|256|Q705906|D010284|||A01.3|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea B|
3687519|C0343376|ENG|P|L0030526|VW|S0217560|N|A17798889|||A01.2|ICD10CM|PT|A01.2|Paratyphoid fever B|4|N|256|Q705906|D010284|||A01.4|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea B|
3687736|C0343377|ENG|P|L0030527|VW|S0217561|N|A17824689|||A01.3|ICD10CM|PT|A01.3|Paratyphoid fever C|4|N|256|Q705906|D010284|||A01.2|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea C|
3687737|C0343377|ENG|P|L0030527|VW|S0217561|N|A17824689|||A01.3|ICD10CM|PT|A01.3|Paratyphoid fever C|4|N|256|Q705906|D010284|||A01.1|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea C|
3687738|C0343377|ENG|P|L0030527|VW|S0217561|N|A17824689|||A01.3|ICD10CM|PT|A01.3|Paratyphoid fever C|4|N|256|Q705906|D010284|||A01.3|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea C|
3687739|C0343377|ENG|P|L0030527|VW|S0217561|N|A17824689|||A01.3|ICD10CM|PT|A01.3|Paratyphoid fever C|4|N|256|Q705906|D010284|||A01.4|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea C|
3725050|C0346118|ENG|S|L0743505|VC|S0817072|Y|A17786685|||D17|ICD10CM|HT|D17|Benign lipomatous neoplasm|4|N|256|Q689985|D008067||D17|D17|||14262804-n|14239322-n|adipose_tumor%1:26:00:: lipoma%1:26:00::|||Neoplasia lipomatosa benigna|
3725051|C0346118|ENG|S|L0743505|VC|S0817072|Y|A17786685|||D17|ICD10CM|HT|D17|Benign lipomatous neoplasm|4|N|256|Q689985|D008067||D17|D17.9|||14262804-n|14239322-n|adipose_tumor%1:26:00:: lipoma%1:26:00::|||Neoplasia lipomatosa benigna|
3725054|C0346118|ENG|S|L0743507|PF|S0817079|N|A17786688|||D17.9|ICD10CM|PT|D17.9|Benign lipomatous neoplasm, unspecified|4|N|256|Q689985|D008067||D17|D17|||14262804-n|14239322-n|adipose_tumor%1:26:00:: lipoma%1:26:00::|||Neoplasia lipomatosa benigna, no especificada|
3725055|C0346118|ENG|S|L0743507|PF|S0817079|N|A17786688|||D17.9|ICD10CM|PT|D17.9|Benign lipomatous neoplasm, unspecified|4|N|256|Q689985|D008067||D17|D17.9|||14262804-n|14239322-n|adipose_tumor%1:26:00:: lipoma%1:26:00::|||Neoplasia lipomatosa benigna, no especificada|
3762451|C0349231|ENG|P|L0510974|VO|S0713654|Y|A17774287|||F40|ICD10CM|HT|F40|Phobic anxiety disorders|4|N|256|Q175854|D010698|||F40|||14404821-n|14381416-n|phobic_neurosis%1:26:00:: phobic_disorder%1:26:00:: phobia%1:26:00::|||Trastornos de ansiedad fóbica|
3762452|C0349231|ENG|P|L0510974|VO|S0713654|Y|A17774287|||F40|ICD10CM|HT|F40|Phobic anxiety disorders|4|N|256|Q175854|D010698|||F40.9|||14404821-n|14381416-n|phobic_neurosis%1:26:00:: phobic_disorder%1:26:00:: phobia%1:26:00::|||Trastornos de ansiedad fóbica|
3762525|C0349231|ENG|S|L0031569|VO|S1931077|Y|A17787108|||F40.9|ICD10CM|ET|F40.9|Phobia NOS|4|N|256|Q175854|D010698|||F40|||14404821-n|14381416-n|phobic_neurosis%1:26:00:: phobic_disorder%1:26:00:: phobia%1:26:00::|||Trastorno de ansiedad fóbica, no especificado|
3762526|C0349231|ENG|S|L0031569|VO|S1931077|Y|A17787108|||F40.9|ICD10CM|ET|F40.9|Phobia NOS|4|N|256|Q175854|D010698|||F40.9|||14404821-n|14381416-n|phobic_neurosis%1:26:00:: phobic_disorder%1:26:00:: phobia%1:26:00::|||Trastorno de ansiedad fóbica, no especificado|
3762577|C0349231|ENG|S|L0510975|PF|S0713653|N|A17851022|||F40.9|ICD10CM|PT|F40.9|Phobic anxiety disorder, unspecified|4|N|256|Q175854|D010698|||F40|||14404821-n|14381416-n|phobic_neurosis%1:26:00:: phobic_disorder%1:26:00:: phobia%1:26:00::|||Trastorno de ansiedad fóbica, no especificado|
3762578|C0349231|ENG|S|L0510975|PF|S0713653|N|A17851022|||F40.9|ICD10CM|PT|F40.9|Phobic anxiety disorder, unspecified|4|N|256|Q175854|D010698|||F40.9|||14404821-n|14381416-n|phobic_neurosis%1:26:00:: phobic_disorder%1:26:00:: phobia%1:26:00::|||Trastorno de ansiedad fóbica, no especificado|
3762595|C0349231|ENG|S|L0602401|VO|S0713658|Y|A17825607|||F40.9|ICD10CM|ET|F40.9|Phobic state NOS|4|N|256|Q175854|D010698|||F40|||14404821-n|14381416-n|phobic_neurosis%1:26:00:: phobic_disorder%1:26:00:: phobia%1:26:00::|||Trastorno de ansiedad fóbica, no especificado|
3762596|C0349231|ENG|S|L0602401|VO|S0713658|Y|A17825607|||F40.9|ICD10CM|ET|F40.9|Phobic state NOS|4|N|256|Q175854|D010698|||F40.9|||14404821-n|14381416-n|phobic_neurosis%1:26:00:: phobic_disorder%1:26:00:: phobia%1:26:00::|||Trastorno de ansiedad fóbica, no especificado|
3930910|C0375268|ENG|P|L0182549|VO|S0585081|Y|A17864463|||I33.9|ICD10CM|ET|I33.9|Acute endocarditis NOS|4|N|256|Q82504|D004696|||I33.9|||14362499-n|14339094-n|endocarditis%1:26:00::|||Endocarditis aguda y subaguda, no especificada|
3934664|C0376186|ENG|P|L0021101|VC|S0379753|N|A17852273|||L01.0|ICD10CM|ET|L01.0|Impetigo contagiosa|4|N|256|Q28971|D007169|||L01.0|||14251095-n|14227613-n|impetigo%1:26:00::|||Impétigo|
3934665|C0376186|ENG|P|L0021101|VC|S0379753|N|A17852273|||L01.0|ICD10CM|ET|L01.0|Impetigo contagiosa|4|N|256|Q28971|D007169|||L01|||14251095-n|14227613-n|impetigo%1:26:00::|||Impétigo|
3934666|C0376186|ENG|P|L0021101|VC|S0379753|N|A17852273|||L01.0|ICD10CM|ET|L01.0|Impetigo contagiosa|4|N|256|Q28971|D007169|||L01.00|||14251095-n|14227613-n|impetigo%1:26:00::|||Impétigo|
3937074|C0376356|ENG|S|L0033048|PF|S0000448|N|A17828231|||N94.3|ICD10CM|PT|N94.3|Premenstrual tension syndrome|4|N|256|Q220193|D011293|||N94.3|||14331738-n|14308311-n|pms%1:26:00:: premenstrual_syndrome%1:26:00::|||Síndrome de tensión premenstrual|
3937171|C0376358|ENG|P|L0180426|PF|S0244949|N|A17786505|||C61|ICD10CM|PT|C61|Malignant neoplasm of prostate|4|N|256|Q181257|||C6161.|C61|||14275549-n|14252067-n|prostate_cancer%1:26:00:: prostatic_adenocarcinoma%1:26:00::|||Neoplasia maligna de próstata|
3978142|C0392464|ENG|P|L0159622|PF|S0516765|N|A17851760|||I25.3|ICD10CM|ET|I25.3|Ventricular aneurysm|4|N|256|Q7920313|||I25.3||||14131331-n|14107849-n|ventricular_aneurysm%1:26:00::|||Aneurisma de corazón|
3994932|C0393770|ENG|P|L0807364|VC|S0856236|N|A17774420|||G47.21|ICD10CM|ET|G47.21|Delayed sleep phase syndrome|4|N|256|Q1869874|D007319|193462001|F51.0|G47.0|||14046845-n|14023374-n|insomnia%1:26:00::|||Trastorno del ritmo circadiano del sueño, tipo retraso de fase|
3994933|C0393770|ENG|P|L0807364|VC|S0856236|N|A17774420|||G47.21|ICD10CM|ET|G47.21|Delayed sleep phase syndrome|4|N|256|Q1869874|D007319|193462001|G47.0|G47.0|||14046845-n|14023374-n|insomnia%1:26:00::|||Trastorno del ritmo circadiano del sueño, tipo retraso de fase|
3994960|C0393770|ENG|S|L5540706|PF|S6341437|N|A17812858|||G47.21|ICD10CM|PT|G47.21|Circadian rhythm sleep disorder, delayed sleep phase type|4|N|256|Q1869874|D007319|193462001|F51.0|G47.0|||14046845-n|14023374-n|insomnia%1:26:00::|||Trastorno del ritmo circadiano del sueño, tipo retraso de fase|
3994961|C0393770|ENG|S|L5540706|PF|S6341437|N|A17812858|||G47.21|ICD10CM|PT|G47.21|Circadian rhythm sleep disorder, delayed sleep phase type|4|N|256|Q1869874|D007319|193462001|G47.0|G47.0|||14046845-n|14023374-n|insomnia%1:26:00::|||Trastorno del ritmo circadiano del sueño, tipo retraso de fase|
3995039|C0393774|ENG|P|L0760356|VC|S6341345|N|A17799986|||G47.63|ICD10CM|PT|G47.63|Sleep related bruxism|4|N|256|Q994942|D002012|||G47.63|||00280378-n|00279534-n|bruxism%1:04:00::|||Bruxismo relacionado con el sueño|
3995040|C0393774|ENG|P|L0760356|VC|S6341345|N|A17799986|||G47.63|ICD10CM|PT|G47.63|Sleep related bruxism|4|N|256|Q994942|D002012|||F45.8|||00280378-n|00279534-n|bruxism%1:04:00::|||Bruxismo relacionado con el sueño|
4242225|C0428977|ENG|S|L0375250|PF|S0511299|N|A17854318|||R00.1|ICD10CM|ET|R00.1|Slow heart beat|4|N|256|Q217111|D001919||||||14385915-n|14362510-n|bradycardia%1:26:00::|||Bradicardia, no especificada|
4242236|C0428977|ENG|S|L0755854|PF|S0821772|N|A17867132|||R00.1|ICD10CM|PT|R00.1|Bradycardia, unspecified|4|N|256|Q217111|D001919||||||14385915-n|14362510-n|bradycardia%1:26:00::|||Bradicardia, no especificada|
4284025|C0433651|ENG|P|L0885121|VO|S11679078|Y|A17823967|||W45.8|ICD10CM|ET|W45.8|Splinter in skin NOS|4|N|256|Q2510520|||||||09465742-n|09442838-n|splinter%1:17:00:: sliver%1:17:01::|||Otros cuerpos extraños u objetos que entran a través de piel|
4524827|C0476254|ENG|S|L0037790|PF|S0004644|N|A17825646|||F81.0|ICD10CM|ET|F81.0|Specific reading retardation|4|N|256|Q132971|D004410|||R48.0|||06373177-n|06361770-n|syllabic_script%1:10:00:: syllabary%1:10:00::|||Trastorno específico para la lectura|
4524828|C0476254|ENG|S|L0037790|PF|S0004644|N|A17825646|||F81.0|ICD10CM|ET|F81.0|Specific reading retardation|4|N|256|Q132971|D004410|||R48.0|||06831828-n|nomapping 06818970-n|graphic_symbol%1:10:00:: character%1:10:00:: nosense grapheme%1:10:00::|||Trastorno específico para la lectura|
4524829|C0476254|ENG|S|L0037790|PF|S0004644|N|A17825646|||F81.0|ICD10CM|ET|F81.0|Specific reading retardation|4|N|256|Q132971|D004410|||R48.0|||14123125-n|14099643-n|dyslexia%1:26:00::|||Trastorno específico para la lectura|
4695930|C0497156|ENG|P|L0024208|VO|S11646427|Y|A17803344|||R59.1|ICD10CM|ET|R59.1|Lymphadenopathy NOS|4|N|256|Q847726|D000072281||L04||||14265307-n|14241825-n|lymphadenopathy%1:26:00::|||Adenomegalia generalizada|
4695931|C0497156|ENG|P|L0024208|VO|S11646427|Y|A17803344|||R59.1|ICD10CM|ET|R59.1|Lymphadenopathy NOS|4|N|256|Q847726|D000072281||R59.1||||14265307-n|14241825-n|lymphadenopathy%1:26:00::|||Adenomegalia generalizada|
4695932|C0497156|ENG|P|L0024208|VO|S11646427|Y|A17803344|||R59.1|ICD10CM|ET|R59.1|Lymphadenopathy NOS|4|N|256|Q847726|D000072281||I88||||14265307-n|14241825-n|lymphadenopathy%1:26:00::|||Adenomegalia generalizada|
4700239|C0497327|ENG|P|L0011260|VO|S0366901|N|A20097764|||F03.90|ICD10CM|ET|F03.90|Dementia NOS|4|N|256|Q83030|D003704||F03||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada sin alteración de la conducta|
4700240|C0497327|ENG|P|L0011260|VO|S0366901|N|A20097764|||F03.90|ICD10CM|ET|F03.90|Dementia NOS|4|N|256|Q83030|D003704||F07||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada sin alteración de la conducta|
4700241|C0497327|ENG|P|L0011260|VO|S0366901|N|A20097764|||F03.90|ICD10CM|ET|F03.90|Dementia NOS|4|N|256|Q83030|D003704||F06||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada sin alteración de la conducta|
4700242|C0497327|ENG|P|L0011260|VO|S0366901|N|A20097764|||F03.90|ICD10CM|ET|F03.90|Dementia NOS|4|N|256|Q83030|D003704||F02||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada sin alteración de la conducta|
4700243|C0497327|ENG|P|L0011260|VO|S0366901|N|A20097764|||F03.90|ICD10CM|ET|F03.90|Dementia NOS|4|N|256|Q83030|D003704||F04||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada sin alteración de la conducta|
4700244|C0497327|ENG|P|L0011260|VO|S0366901|N|A20097764|||F03.90|ICD10CM|ET|F03.90|Dementia NOS|4|N|256|Q83030|D003704||F01||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada sin alteración de la conducta|
4700245|C0497327|ENG|P|L0011260|VO|S0366901|N|A20097764|||F03.90|ICD10CM|ET|F03.90|Dementia NOS|4|N|256|Q83030|D003704||F05.1||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada sin alteración de la conducta|
4700246|C0497327|ENG|P|L0011260|VO|S0366901|N|A20097764|||F03.90|ICD10CM|ET|F03.90|Dementia NOS|4|N|256|Q83030|D003704||F00||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada sin alteración de la conducta|
4700351|C0497327|ENG|S|L0558424|PF|S0752669|N|A20124727|||F03|ICD10CM|HT|F03|Unspecified dementia|4|N|256|Q83030|D003704||F03||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada|
4700352|C0497327|ENG|S|L0558424|PF|S0752669|N|A20124727|||F03|ICD10CM|HT|F03|Unspecified dementia|4|N|256|Q83030|D003704||F07||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada|
4700353|C0497327|ENG|S|L0558424|PF|S0752669|N|A20124727|||F03|ICD10CM|HT|F03|Unspecified dementia|4|N|256|Q83030|D003704||F06||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada|
4700354|C0497327|ENG|S|L0558424|PF|S0752669|N|A20124727|||F03|ICD10CM|HT|F03|Unspecified dementia|4|N|256|Q83030|D003704||F02||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada|
4700355|C0497327|ENG|S|L0558424|PF|S0752669|N|A20124727|||F03|ICD10CM|HT|F03|Unspecified dementia|4|N|256|Q83030|D003704||F04||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada|
4700356|C0497327|ENG|S|L0558424|PF|S0752669|N|A20124727|||F03|ICD10CM|HT|F03|Unspecified dementia|4|N|256|Q83030|D003704||F01||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada|
4700357|C0497327|ENG|S|L0558424|PF|S0752669|N|A20124727|||F03|ICD10CM|HT|F03|Unspecified dementia|4|N|256|Q83030|D003704||F05.1||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada|
4700358|C0497327|ENG|S|L0558424|PF|S0752669|N|A20124727|||F03|ICD10CM|HT|F03|Unspecified dementia|4|N|256|Q83030|D003704||F00||||14418807-n|14395403-n|dementedness%1:26:00:: dementia%1:26:00::|||Demencia no especificada|
4808737|C0524687|ENG|S|L0870548|PF|S0990729|N|A17773433|||A20.3|ICD10CM|PT|A20.3|Plague meningitis|4|N|256|Q133780|D010930||A20|A20|||14099961-n|14076479-n|plague%1:26:01:: pest%1:26:00:: pestilence%1:26:00::|||Meningitis por peste|
4808738|C0524687|ENG|S|L0870548|PF|S0990729|N|A17773433|||A20.3|ICD10CM|PT|A20.3|Plague meningitis|4|N|256|Q133780|D010930||A20|A20|||14162173-n|14138691-n|pest%1:26:01:: pestis%1:26:01:: pestilence%1:26:01:: plague%1:26:00::|||Meningitis por peste|
4808739|C0524687|ENG|S|L0870548|PF|S0990729|N|A17773433|||A20.3|ICD10CM|PT|A20.3|Plague meningitis|4|N|256|Q133780|D010930||A20|A20.9|||14099961-n|14076479-n|plague%1:26:01:: pest%1:26:00:: pestilence%1:26:00::|||Meningitis por peste|
4808740|C0524687|ENG|S|L0870548|PF|S0990729|N|A17773433|||A20.3|ICD10CM|PT|A20.3|Plague meningitis|4|N|256|Q133780|D010930||A20|A20.9|||14162173-n|14138691-n|pest%1:26:01:: pestis%1:26:01:: pestilence%1:26:01:: plague%1:26:00::|||Meningitis por peste|
4819262|C0525045|ENG|S|L0495949|PF|S1054818|N|A17863668|||F39|ICD10CM|PT|F39|Unspecified mood [affective] disorder|4|N||Q188638|D019964||F30-F39|F30-F39|||14412315-n|14388910-n|emotional_disturbance%1:26:00:: emotional_disorder%1:26:00:: major_affective_disorder%1:26:00:: affective_disorder%1:26:00::|||Trastorno del estado de ánimo [afectivo], no especificado|
4819263|C0525045|ENG|S|L0495949|PF|S1054818|N|A17863668|||F39|ICD10CM|PT|F39|Unspecified mood [affective] disorder|4|N||Q188638|D019964||F30-F39|F39|||14412315-n|14388910-n|emotional_disturbance%1:26:00:: emotional_disorder%1:26:00:: major_affective_disorder%1:26:00:: affective_disorder%1:26:00::|||Trastorno del estado de ánimo [afectivo], no especificado|
4819284|C0525045|ENG|S|L9596217|PF|S12055381|Y|A18911035|||F30-F39|ICD10CM|HT|F30-F39|Mood [affective] disorders (F30-F39)|4|N||Q188638|D019964||F30-F39|F30-F39|||14412315-n|14388910-n|emotional_disturbance%1:26:00:: emotional_disorder%1:26:00:: major_affective_disorder%1:26:00:: affective_disorder%1:26:00::|||TRASTORNOS DEL ESTADO DE ÁNIMO [AFECTIVOS] (F30-F39)|
4819285|C0525045|ENG|S|L9596217|PF|S12055381|Y|A18911035|||F30-F39|ICD10CM|HT|F30-F39|Mood [affective] disorders (F30-F39)|4|N||Q188638|D019964||F30-F39|F39|||14412315-n|14388910-n|emotional_disturbance%1:26:00:: emotional_disorder%1:26:00:: major_affective_disorder%1:26:00:: affective_disorder%1:26:00::|||TRASTORNOS DEL ESTADO DE ÁNIMO [AFECTIVOS] (F30-F39)|
4870041|C0546817|ENG|P|L0189207|PF|S0373120|N|A18924175|||E87.7|ICD10CM|HT|E87.7|Fluid overload|4|N|256|Q1614115|||E87.7||||14218424-n|14194942-n|hypervolemia%1:26:00:: hypervolaemia%1:26:00::|||Sobrecarga de líquidos|
4870110|C0546817|ENG|S|L9595572|PF|S12054535|Y|A18905811|||E87.70|ICD10CM|PT|E87.70|Fluid overload, unspecified|4|N|256|Q1614115|||E87.7||||14218424-n|14194942-n|hypervolemia%1:26:00:: hypervolaemia%1:26:00::|||Sobrecarga de líquidos, no especificada|
5206275|C0596028|ENG|S|L1709309|VCW|S11666267|Y|A17814624|||M26.29|ICD10CM|ET|M26.29|Overbite (excessive) horizontal|4|N||Q331363|D057887||K07.2||||14084579-n|14061097-n|overbite%1:26:00::|||Otras anomalías de relación de arcada dentaria|
5439908|C0700292|ENG|P|L0020692|PF|S0050754|N|A17777691|||R09.02|ICD10CM|PT|R09.02|Hypoxemia|4|N|256|Q105688|D000860||||||14064738-n|14041256-n|hypoxia%1:26:00::|||Hipoxemia|
5453379|C0702166|ENG|P|L0001144|PF|S0010283|N|A17852339|||L70|ICD10CM|HT|L70|Acne|4|N|256|Q79928|D000152||L70|L70|||14245594-n|14222112-n|acne%1:26:00::|||Acné|
5453380|C0702166|ENG|P|L0001144|PF|S0010283|N|A17852339|||L70|ICD10CM|HT|L70|Acne|4|N|256|Q79928|D000152||L70|L70.9|||14245594-n|14222112-n|acne%1:26:00::|||Acné|
5453381|C0702166|ENG|P|L0001144|PF|S0010283|N|A17852339|||L70|ICD10CM|HT|L70|Acne|4|N|256|Q79928|D000152||L70|L70.2|||14245594-n|14222112-n|acne%1:26:00::|||Acné|
5453472|C0702166|ENG|S|L0677039|PF|S0798042|N|A17852341|||L70.9|ICD10CM|PT|L70.9|Acne, unspecified|4|N|256|Q79928|D000152||L70|L70|||14245594-n|14222112-n|acne%1:26:00::|||Acné, no especificado|
5453473|C0702166|ENG|S|L0677039|PF|S0798042|N|A17852341|||L70.9|ICD10CM|PT|L70.9|Acne, unspecified|4|N|256|Q79928|D000152||L70|L70.9|||14245594-n|14222112-n|acne%1:26:00::|||Acné, no especificado|
5453474|C0702166|ENG|S|L0677039|PF|S0798042|N|A17852341|||L70.9|ICD10CM|PT|L70.9|Acne, unspecified|4|N|256|Q79928|D000152||L70|L70.2|||14245594-n|14222112-n|acne%1:26:00::|||Acné, no especificado|
5541647|C0741160|ENG|S|L0003488|PF|S0218253|N|A17800754|||I71.8|ICD10CM|PT|I71.8|Aortic aneurysm of unspecified site, ruptured|4|N||Q616003|D001014|||I71.1|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta de localización no especificada, roto|
5541648|C0741160|ENG|S|L0003488|PF|S0218253|N|A17800754|||I71.8|ICD10CM|PT|I71.8|Aortic aneurysm of unspecified site, ruptured|4|N||Q616003|D001014|||I71.3|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta de localización no especificada, roto|
5541649|C0741160|ENG|S|L0003488|PF|S0218253|N|A17800754|||I71.8|ICD10CM|PT|I71.8|Aortic aneurysm of unspecified site, ruptured|4|N||Q616003|D001014|||I71.5|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta de localización no especificada, roto|
5541650|C0741160|ENG|S|L0003488|PF|S0218253|N|A17800754|||I71.8|ICD10CM|PT|I71.8|Aortic aneurysm of unspecified site, ruptured|4|N||Q616003|D001014|||I71.8|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta de localización no especificada, roto|
5541651|C0741160|ENG|S|L0003488|PF|S0218253|N|A17800754|||I71.8|ICD10CM|PT|I71.8|Aortic aneurysm of unspecified site, ruptured|4|N||Q616003|D001014|||I71.9|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta de localización no especificada, roto|
5579971|C0751336|ENG|P|L0297287|VO|S0482210|N|A29625234|||G71.09|ICD10CM|ET|G71.09|Distal muscular dystrophy|4|N|256|Q5282843|D049310|58795000||G71.0|||14184997-n|14161515-n|distal_muscular_dystrophy%1:26:00::|||Otras distrofias musculares especificadas|
5593840|C0751837|ENG|S|L0283859|PF|S0356954|N|A17777721|||R26.0|ICD10CM|PT|R26.0|Ataxic gait|4|N|256|Q213373|D001259||R27.0||||14114736-n|14091254-n|ataxia%1:26:00:: dyssynergia%1:26:00:: motor_ataxia%1:26:00:: ataxy%1:26:00::|||Marcha atáxica|
5936265|C0848558|ENG|P|L0020646|PF|S0050688|N|A17777581|||Q54|ICD10CM|HT|Q54|Hypospadias|4|N|256|Q1132108|D007021|||Q54|||14222479-n|14198997-n|hypospadias%1:26:00::|||Hipospadias|
5936266|C0848558|ENG|P|L0020646|PF|S0050688|N|A17777581|||Q54|ICD10CM|HT|Q54|Hypospadias|4|N|256|Q1132108|D007021|||Q54.9|||14222479-n|14198997-n|hypospadias%1:26:00::|||Hipospadias|
5936315|C0848558|ENG|S|L0854852|PF|S0905975|N|A17816050|||Q54.9|ICD10CM|PT|Q54.9|Hypospadias, unspecified|4|N|256|Q1132108|D007021|||Q54|||14222479-n|14198997-n|hypospadias%1:26:00::|||Hipospadias, no especificado|
5936316|C0848558|ENG|S|L0854852|PF|S0905975|N|A17816050|||Q54.9|ICD10CM|PT|Q54.9|Hypospadias, unspecified|4|N|256|Q1132108|D007021|||Q54.9|||14222479-n|14198997-n|hypospadias%1:26:00::|||Hipospadias, no especificado|
5945835|C0851172|ENG|S|L9595438|PF|S12053167|Y|A18910938|||Y93.69|ICD10CM|ET|Y93.69|Activity, cricket|4|N|256|Q5375|D000080304||||||00477400-n|00476389-n|cricket%1:04:00::|||Otra actividad deportiva y de atletismo que se practique como equipo o grupo|
