|CUI|LAT|TS|LUI|STT|SUI|ISPREF|AUI|SAUI|SCUI|SDUI|SAB|TTY|CODE|STR|SRL|SUPPRESS|CVF|WIKIDATA|MESH_WIKI|SNOMED_CT_WIKI|ICD10_WIKI|ICD10CM_WIKI|ICD10PCS_WIKI|NCBI_WIKI|WN31|WN30|WN_SENSE|SNOMEDCT2ICD10|ICD10ENG|ICD10CM_SPA|ICD10OCS_SPA
2989715|C0265006|ENG|P|L0372320|VO|S1923343|Y|A17851923|||I71.8|ICD10CM|ET|I71.8|Rupture of aorta NOS|4|N|256|Q616003|D001014|||I71.9|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta de localización no especificada, roto|
2989839|C0265010|ENG|P|L0371192|VCW|S0745752|N|A34618272|||I71.1|ICD10CM|HT|I71.1|Thoracic aortic aneurysm, ruptured|4|N|256|Q616003|D001014|||I71.1|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta torácica, roto|
2989840|C0265010|ENG|P|L0371192|VCW|S0745752|N|A34618272|||I71.1|ICD10CM|HT|I71.1|Thoracic aortic aneurysm, ruptured|4|N|256|Q616003|D001014|||I71.3|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta torácica, roto|
2989841|C0265010|ENG|P|L0371192|VCW|S0745752|N|A34618272|||I71.1|ICD10CM|HT|I71.1|Thoracic aortic aneurysm, ruptured|4|N|256|Q616003|D001014|||I71.5|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta torácica, roto|
2989842|C0265010|ENG|P|L0371192|VCW|S0745752|N|A34618272|||I71.1|ICD10CM|HT|I71.1|Thoracic aortic aneurysm, ruptured|4|N|256|Q616003|D001014|||I71.8|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta torácica, roto|
2989843|C0265010|ENG|P|L0371192|VCW|S0745752|N|A34618272|||I71.1|ICD10CM|HT|I71.1|Thoracic aortic aneurysm, ruptured|4|N|256|Q616003|D001014|||I71.9|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta torácica, roto|
2990143|C0265012|ENG|P|L0364356|VCW|S0582843|N|A34618063|||I71.3|ICD10CM|HT|I71.3|Abdominal aortic aneurysm, ruptured|4|N|256|Q616003|D001014|||I71.1|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta abdominal, roto|
2990144|C0265012|ENG|P|L0364356|VCW|S0582843|N|A34618063|||I71.3|ICD10CM|HT|I71.3|Abdominal aortic aneurysm, ruptured|4|N|256|Q616003|D001014|||I71.3|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta abdominal, roto|
2990145|C0265012|ENG|P|L0364356|VCW|S0582843|N|A34618063|||I71.3|ICD10CM|HT|I71.3|Abdominal aortic aneurysm, ruptured|4|N|256|Q616003|D001014|||I71.5|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta abdominal, roto|
2990146|C0265012|ENG|P|L0364356|VCW|S0582843|N|A34618063|||I71.3|ICD10CM|HT|I71.3|Abdominal aortic aneurysm, ruptured|4|N|256|Q616003|D001014|||I71.8|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta abdominal, roto|
2990147|C0265012|ENG|P|L0364356|VCW|S0582843|N|A34618063|||I71.3|ICD10CM|HT|I71.3|Abdominal aortic aneurysm, ruptured|4|N|256|Q616003|D001014|||I71.9|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta abdominal, roto|
2991574|C0265057|ENG|S|L0182633|PF|S0247215|N|A17775244|||I80.0|ICD10CM|HT|I80.0|Phlebitis and thrombophlebitis of superficial vessels of lower extremities|4|N||Q377978|D013924|64156001||I80.0|||14377267-n|14353862-n|thrombophlebitis%1:26:00::|||Flebitis y tromboflebitis de vasos superficiales de extremidades inferiores|
2991632|C0265058|ENG|S|L1709446|PF|S1929509|Y|A17826489|||I80.0|ICD10CM|ET|I80.0|Phlebitis and thrombophlebitis of femoropopliteal vein|4|N||Q377978|D013924|64156001||I80.0|||14377267-n|14353862-n|thrombophlebitis%1:26:00::|||Flebitis y tromboflebitis de vasos superficiales de extremidades inferiores|
3004314|C0265529|ENG|P|L0403194|PF|S0504613|N|A17854245|||Q67.3|ICD10CM|PT|Q67.3|Plagiocephaly|4|N|256|Q2546232|D059041||Q67.3||||14491269-n|14467685-n|plagiocephaly%1:26:00::|||Plagiocefalia|
3023657|C0266063|ENG|S|L1708534|VCW|S11666266|Y|A17827412|||M26.29|ICD10CM|ET|M26.29|Overbite (excessive) deep|4|N||Q331363|D057887||K07.2||||14084579-n|14061097-n|overbite%1:26:00::|||Otras anomalías de relación de arcada dentaria|
3023687|C0266067|ENG|P|L0399741|PF|S0506133|N|A17840157|||M26.29|ICD10CM|ET|M26.29|Posterior lingual occlusion of mandibular teeth|4|N|256|Q331363|D057887||K07.2||||14084579-n|14061097-n|overbite%1:26:00::|||Otras anomalías de relación de arcada dentaria|
3034422|C0266435|ENG|S|L0585475|PF|S0664254|N|A17867025|||Q55.62|ICD10CM|PT|Q55.62|Hypoplasia of penis|4|N|256|Q1471642||||Q55.6|||05534493-n|05526860-n|microphallus%1:08:00:: micropenis%1:08:00::|||Hipoplasia del pene|
3041546|C0266667|ENG|S|L0385704|PF|S0479523|N|A17803232|||Q87.0|ICD10CM|ET|Q87.0|Cyclopia|4|N|256|Q1153284|||Q87.0||||14527592-n|14503990-n|cyclopia%1:26:00::|||Síndromes malformativos congénitos que afectan principalmente a la apariencia facial|
3047505|C0267039|ENG|P|L0405676|VCW|S11687070|Y|A17826699|||K14.0|ICD10CM|ET|K14.0|Ulceration (traumatic) of tongue|4|N||Q1324237|D005928|||K14.0|||14370314-n|14346909-n|glossitis%1:26:00::|||Glositis|
3071217|C0268160|ENG|P|L0386689|VO|S0486415|N|A17825461|||E74.11|ICD10CM|ET|E74.11|Fructokinase deficiency|4|N|256|Q2791374|C538068||E74.1|E74.1|||14291090-n|14267588-n|fructosuria%1:26:00::|||Fructosuria esencial|
3071218|C0268160|ENG|P|L0386689|VO|S0486415|N|A17825461|||E74.11|ICD10CM|ET|E74.11|Fructokinase deficiency|4|N|256|Q2791374|C538068||E74.1|E74.11|||14291090-n|14267588-n|fructosuria%1:26:00::|||Fructosuria esencial|
3071267|C0268160|ENG|S|L0391658|PF|S0484168|N|A17812549|||E74.11|ICD10CM|PT|E74.11|Essential fructosuria|4|N|256|Q2791374|C538068||E74.1|E74.1|||14291090-n|14267588-n|fructosuria%1:26:00::|||Fructosuria esencial|
3071268|C0268160|ENG|S|L0391658|PF|S0484168|N|A17812549|||E74.11|ICD10CM|PT|E74.11|Essential fructosuria|4|N|256|Q2791374|C538068||E74.1|E74.11|||14291090-n|14267588-n|fructosuria%1:26:00::|||Fructosuria esencial|
3081252|C0268483|ENG|P|L0609246|VO|S0751129|N|A17838113|||E70.21|ICD10CM|PT|E70.21|Tyrosinemia|4|N|256|Q1122668|D020176|||E70.21|||14193379-n|14169897-n|tyrosinemia%1:26:00::|||Tirosinemia|
3081253|C0268483|ENG|P|L0609246|VO|S0751129|N|A17838113|||E70.21|ICD10CM|PT|E70.21|Tyrosinemia|4|N|256|Q1122668|D020176|||E70.2|||14193379-n|14169897-n|tyrosinemia%1:26:00::|||Tirosinemia|
3119184|C0270716|ENG|P|L0367135|VC|S11696418|Y|A17825798|||G91|ICD10CM|ET|G91|acquired hydrocephalus|4|N|256|Q193003|D006849|||G91|||14489352-n|14465768-n|hydrocephalus%1:26:00:: hydrocephaly%1:26:00::|||Hidrocefalia|
3119185|C0270716|ENG|P|L0367135|VC|S11696418|Y|A17825798|||G91|ICD10CM|ET|G91|acquired hydrocephalus|4|N|256|Q193003|D006849|||G91.9|||14489352-n|14465768-n|hydrocephalus%1:26:00:: hydrocephaly%1:26:00::|||Hidrocefalia|
3132069|C0271202|ENG|P|L0396260|VCW|S0489440|N|A23442958|||H53.46|ICD10CM|ET|H53.46|Homonymous hemianopsia|4|N|256|Q2624988|||H53.46||||14578051-n|14554459-n|hemianopia%1:26:00:: hemianopsia%1:26:00::|||Defectos de campos homónimos bilaterales|
3132083|C0271202|ENG|S|L0019890|VO|S0218124|N|A17838904|||H53.46|ICD10CM|HT|H53.46|Homonymous bilateral field defects|4|N|256|Q2624988|||H53.46||||14578051-n|14554459-n|hemianopia%1:26:00:: hemianopsia%1:26:00::|||Defectos de campos homónimos bilaterales|
3132085|C0271202|ENG|S|L0019890|VO|S11639316|Y|A17787663|||H53.469|ICD10CM|ET|H53.469|Homonymous bilateral field defects NOS|4|N|256|Q2624988|||H53.46||||14578051-n|14554459-n|hemianopia%1:26:00:: hemianopsia%1:26:00::|||Defectos de campos homónimos bilaterales, lado no especificado |
3132095|C0271202|ENG|S|L0396257|VC|S0661715|N|A23442946|||H53.46|ICD10CM|ET|H53.46|Homonymous hemianopia|4|N|256|Q2624988|||H53.46||||14578051-n|14554459-n|hemianopia%1:26:00:: hemianopsia%1:26:00::|||Defectos de campos homónimos bilaterales|
3155308|C0272195|ENG|S|L6083813|VC|S6982419|Y|A17863373|||D72.818|ICD10CM|ET|D72.818|Eosinophilic leukopenia|4|N|256|Q490539|||D72.8||||14215128-n|14191646-n|eosinopenia%1:26:00::|||Otras disminuciones del recuento de leucocitos|
3186264|C0274285|ENG|P|L0366282|VCW|S0468087|Y|A18910131|||T68|ICD10CM|ET|T68|Accidental hypothermia|4|N|256|Q1036696|D007035||T68||||14067936-n|14044454-n|hypothermia%1:26:00::|||Hipotermia|
3208234|C0276102|ENG|P|L0384251|VCW|S11638492|Y|A17850192|||A71.1|ICD10CM|ET|A71.1|Granular conjunctivitis (trachomatous)|4|N||Q193216|D014141|||A71|||14280859-n|14257377-n|trachoma%1:26:00::|||Fase activa de tracoma|
3208235|C0276102|ENG|P|L0384251|VCW|S11638492|Y|A17850192|||A71.1|ICD10CM|ET|A71.1|Granular conjunctivitis (trachomatous)|4|N||Q193216|D014141|||A71.0|||14280859-n|14257377-n|trachoma%1:26:00::|||Fase activa de tracoma|
3208236|C0276102|ENG|P|L0384251|VCW|S11638492|Y|A17850192|||A71.1|ICD10CM|ET|A71.1|Granular conjunctivitis (trachomatous)|4|N||Q193216|D014141|||A71.1|||14280859-n|14257377-n|trachoma%1:26:00::|||Fase activa de tracoma|
3208237|C0276102|ENG|P|L0384251|VCW|S11638492|Y|A17850192|||A71.1|ICD10CM|ET|A71.1|Granular conjunctivitis (trachomatous)|4|N||Q193216|D014141|||A71.9|||14280859-n|14257377-n|trachoma%1:26:00::|||Fase activa de tracoma|
3208310|C0276108|ENG|P|L0781847|VO|S11619589|Y|A17850190|||A70|ICD10CM|PT|A70|Chlamydia psittaci infections|4|N|256|Q164727|D009956|||A70|||14173255-n|14149773-n|ornithosis%1:26:00:: psittacosis%1:26:01:: parrot_fever%1:26:00::|||Clamidia psittaci infecciones|
3208321|C0276108|ENG|S|L0381503|VO|S11619594|Y|A17773506|||A74.9|ICD10CM|ET|A74.9|Chlamydiosis NOS|4|N|256|Q164727|D009956|||A70|||14173255-n|14149773-n|ornithosis%1:26:00:: psittacosis%1:26:01:: parrot_fever%1:26:00::|||Infección por clamidias, no especificada|
3217931|C0276725|ENG|P|L0389261|PF|S0482201|N|A17799104|||B42.7|ICD10CM|PT|B42.7|Disseminated sporotrichosis|4|N|256|Q767327|D013174|||B42|||14205935-n|14182453-n|sporotrichosis%1:26:00::|||Esporotricosis diseminada|
3217932|C0276725|ENG|P|L0389261|PF|S0482201|N|A17799104|||B42.7|ICD10CM|PT|B42.7|Disseminated sporotrichosis|4|N|256|Q767327|D013174|||B42.0|||14205935-n|14182453-n|sporotrichosis%1:26:00::|||Esporotricosis diseminada|
3217933|C0276725|ENG|P|L0389261|PF|S0482201|N|A17799104|||B42.7|ICD10CM|PT|B42.7|Disseminated sporotrichosis|4|N|256|Q767327|D013174|||B42.1|||14205935-n|14182453-n|sporotrichosis%1:26:00::|||Esporotricosis diseminada|
3217934|C0276725|ENG|P|L0389261|PF|S0482201|N|A17799104|||B42.7|ICD10CM|PT|B42.7|Disseminated sporotrichosis|4|N|256|Q767327|D013174|||B42.7|||14205935-n|14182453-n|sporotrichosis%1:26:00::|||Esporotricosis diseminada|
3217935|C0276725|ENG|P|L0389261|PF|S0482201|N|A17799104|||B42.7|ICD10CM|PT|B42.7|Disseminated sporotrichosis|4|N|256|Q767327|D013174|||B42.8|||14205935-n|14182453-n|sporotrichosis%1:26:00::|||Esporotricosis diseminada|
3217936|C0276725|ENG|P|L0389261|PF|S0482201|N|A17799104|||B42.7|ICD10CM|PT|B42.7|Disseminated sporotrichosis|4|N|256|Q767327|D013174|||B42.9|||14205935-n|14182453-n|sporotrichosis%1:26:00::|||Esporotricosis diseminada|
3217997|C0276725|ENG|S|L3539363|VCW|S11638296|Y|A17837527|||B42.7|ICD10CM|ET|B42.7|Generalized sporotrichosis|4|N|256|Q767327|D013174|||B42|||14205935-n|14182453-n|sporotrichosis%1:26:00::|||Esporotricosis diseminada|
3217998|C0276725|ENG|S|L3539363|VCW|S11638296|Y|A17837527|||B42.7|ICD10CM|ET|B42.7|Generalized sporotrichosis|4|N|256|Q767327|D013174|||B42.0|||14205935-n|14182453-n|sporotrichosis%1:26:00::|||Esporotricosis diseminada|
3217999|C0276725|ENG|S|L3539363|VCW|S11638296|Y|A17837527|||B42.7|ICD10CM|ET|B42.7|Generalized sporotrichosis|4|N|256|Q767327|D013174|||B42.1|||14205935-n|14182453-n|sporotrichosis%1:26:00::|||Esporotricosis diseminada|
3218000|C0276725|ENG|S|L3539363|VCW|S11638296|Y|A17837527|||B42.7|ICD10CM|ET|B42.7|Generalized sporotrichosis|4|N|256|Q767327|D013174|||B42.7|||14205935-n|14182453-n|sporotrichosis%1:26:00::|||Esporotricosis diseminada|
3218001|C0276725|ENG|S|L3539363|VCW|S11638296|Y|A17837527|||B42.7|ICD10CM|ET|B42.7|Generalized sporotrichosis|4|N|256|Q767327|D013174|||B42.8|||14205935-n|14182453-n|sporotrichosis%1:26:00::|||Esporotricosis diseminada|
3218002|C0276725|ENG|S|L3539363|VCW|S11638296|Y|A17837527|||B42.7|ICD10CM|ET|B42.7|Generalized sporotrichosis|4|N|256|Q767327|D013174|||B42.9|||14205935-n|14182453-n|sporotrichosis%1:26:00::|||Esporotricosis diseminada|
3218537|C0276742|ENG|S|L0399181|PF|S0493732|N|A17799083|||B35.0|ICD10CM|ET|B35.0|Kerion|4|N|256|Q167967|C536165||B35.0|B35.0|||14149363-n|14125881-n|kerion%1:26:00::|||Tiña de la barba y del cuero cabelludo|
3295423|C0282687|ENG|S|L0388301|VC|S0483125|N|A17862836|||A98.4|ICD10CM|PT|A98.4|Ebola virus disease|4|N|256|Q162272|D006482|240523007|A99||||14200905-n|14177423-n|hemorrhagic_fever%1:26:00:: viral_hemorrhagic_fever%1:26:00:: vhf%1:26:00:: viral_haemorrhagic_fever%1:26:00:: haemorrhagic_fever%1:26:00::|||Enfermedad por el virus de Ébola|
3295424|C0282687|ENG|S|L0388301|VC|S0483125|N|A17862836|||A98.4|ICD10CM|PT|A98.4|Ebola virus disease|4|N|256|Q162272|D006482|240523007|A98||||14200905-n|14177423-n|hemorrhagic_fever%1:26:00:: viral_hemorrhagic_fever%1:26:00:: vhf%1:26:00:: viral_haemorrhagic_fever%1:26:00:: haemorrhagic_fever%1:26:00::|||Enfermedad por el virus de Ébola|
3295425|C0282687|ENG|S|L0388301|VC|S0483125|N|A17862836|||A98.4|ICD10CM|PT|A98.4|Ebola virus disease|4|N|256|Q162272|D006482|240523007|A96||||14200905-n|14177423-n|hemorrhagic_fever%1:26:00:: viral_hemorrhagic_fever%1:26:00:: vhf%1:26:00:: viral_haemorrhagic_fever%1:26:00:: haemorrhagic_fever%1:26:00::|||Enfermedad por el virus de Ébola|
3332551|C0302358|ENG|S|L0389864|PF|S0510971|N|A17811770|||A03.0|ICD10CM|PT|A03.0|Shigellosis due to Shigella dysenteriae|4|N|256|Q327298||||A03|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella dysenteriae|
3332552|C0302358|ENG|S|L0389864|PF|S0510971|N|A17811770|||A03.0|ICD10CM|PT|A03.0|Shigellosis due to Shigella dysenteriae|4|N|256|Q327298||||A03.9|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella dysenteriae|
3332553|C0302358|ENG|S|L0389864|PF|S0510971|N|A17811770|||A03.0|ICD10CM|PT|A03.0|Shigellosis due to Shigella dysenteriae|4|N|256|Q327298||||A03.0|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella dysenteriae|
3332554|C0302358|ENG|S|L0389864|PF|S0510971|N|A17811770|||A03.0|ICD10CM|PT|A03.0|Shigellosis due to Shigella dysenteriae|4|N|256|Q327298||||A03.1|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella dysenteriae|
3332555|C0302358|ENG|S|L0389864|PF|S0510971|N|A17811770|||A03.0|ICD10CM|PT|A03.0|Shigellosis due to Shigella dysenteriae|4|N|256|Q327298||||A03.2|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella dysenteriae|
3332556|C0302358|ENG|S|L0389864|PF|S0510971|N|A17811770|||A03.0|ICD10CM|PT|A03.0|Shigellosis due to Shigella dysenteriae|4|N|256|Q327298||||A03.3|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella dysenteriae|
3332557|C0302358|ENG|S|L0389864|PF|S0510971|N|A17811770|||A03.0|ICD10CM|PT|A03.0|Shigellosis due to Shigella dysenteriae|4|N|256|Q327298||||A03.8|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella dysenteriae|
3332894|C0302359|ENG|S|L0389934|PF|S0510972|N|A17824696|||A03.1|ICD10CM|PT|A03.1|Shigellosis due to Shigella flexneri|4|N|256|Q327298||||A03|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella flexneri|
3332895|C0302359|ENG|S|L0389934|PF|S0510972|N|A17824696|||A03.1|ICD10CM|PT|A03.1|Shigellosis due to Shigella flexneri|4|N|256|Q327298||||A03.9|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella flexneri|
3332896|C0302359|ENG|S|L0389934|PF|S0510972|N|A17824696|||A03.1|ICD10CM|PT|A03.1|Shigellosis due to Shigella flexneri|4|N|256|Q327298||||A03.0|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella flexneri|
3332897|C0302359|ENG|S|L0389934|PF|S0510972|N|A17824696|||A03.1|ICD10CM|PT|A03.1|Shigellosis due to Shigella flexneri|4|N|256|Q327298||||A03.1|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella flexneri|
3332898|C0302359|ENG|S|L0389934|PF|S0510972|N|A17824696|||A03.1|ICD10CM|PT|A03.1|Shigellosis due to Shigella flexneri|4|N|256|Q327298||||A03.2|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella flexneri|
3332899|C0302359|ENG|S|L0389934|PF|S0510972|N|A17824696|||A03.1|ICD10CM|PT|A03.1|Shigellosis due to Shigella flexneri|4|N|256|Q327298||||A03.3|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella flexneri|
3332900|C0302359|ENG|S|L0389934|PF|S0510972|N|A17824696|||A03.1|ICD10CM|PT|A03.1|Shigellosis due to Shigella flexneri|4|N|256|Q327298||||A03.8|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella flexneri|
3333251|C0302360|ENG|S|L0377346|PF|S0510970|N|A17850101|||A03.2|ICD10CM|PT|A03.2|Shigellosis due to Shigella boydii|4|N|256|Q327298||||A03|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella boydii|
3333252|C0302360|ENG|S|L0377346|PF|S0510970|N|A17850101|||A03.2|ICD10CM|PT|A03.2|Shigellosis due to Shigella boydii|4|N|256|Q327298||||A03.9|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella boydii|
3333253|C0302360|ENG|S|L0377346|PF|S0510970|N|A17850101|||A03.2|ICD10CM|PT|A03.2|Shigellosis due to Shigella boydii|4|N|256|Q327298||||A03.0|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella boydii|
3333254|C0302360|ENG|S|L0377346|PF|S0510970|N|A17850101|||A03.2|ICD10CM|PT|A03.2|Shigellosis due to Shigella boydii|4|N|256|Q327298||||A03.1|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella boydii|
3333255|C0302360|ENG|S|L0377346|PF|S0510970|N|A17850101|||A03.2|ICD10CM|PT|A03.2|Shigellosis due to Shigella boydii|4|N|256|Q327298||||A03.2|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella boydii|
3333256|C0302360|ENG|S|L0377346|PF|S0510970|N|A17850101|||A03.2|ICD10CM|PT|A03.2|Shigellosis due to Shigella boydii|4|N|256|Q327298||||A03.3|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella boydii|
3333257|C0302360|ENG|S|L0377346|PF|S0510970|N|A17850101|||A03.2|ICD10CM|PT|A03.2|Shigellosis due to Shigella boydii|4|N|256|Q327298||||A03.8|||14208090-n|14184608-n|bacillary_dysentery%1:26:00:: shigellosis%1:26:00::|||Shigelosis debida a Shigella boydii|
3363830|C0311389|ENG|S|L0041976|PF|S11082539|Y|A17776886|||N34.2|ICD10CM|ET|N34.2|Urethritis NOS|4|N|256|Q1122485|D014526|||N34.2|||14591002-n|14567421-n|urethritis%1:26:00::|||Otras uretritis|
3556378|C0333068|ENG|S|L0557831|PF|S0647226|N|A17852707|||M21.2|ICD10CM|HT|M21.2|Flexion deformity|4|N|256|Q1480291|D003286|57048009|M24.5||||00370207-n|00369399-n|contracture%1:04:00::|||Deformidad en flexión|
3556379|C0333068|ENG|S|L0557831|PF|S0647226|N|A17852707|||M21.2|ICD10CM|HT|M21.2|Flexion deformity|4|N|256|Q1480291|D003286|57048009|M62.4||||00370207-n|00369399-n|contracture%1:04:00::|||Deformidad en flexión|
3556380|C0333068|ENG|S|L0557831|PF|S0647226|N|A17852707|||M21.2|ICD10CM|HT|M21.2|Flexion deformity|4|N|256|Q1480291|D003286|57048009|T79.6||||00370207-n|00369399-n|contracture%1:04:00::|||Deformidad en flexión|
3556423|C0333068|ENG|S|L1692728|VW|S11636776|Y|A17814506|||M21.20|ICD10CM|PT|M21.20|Flexion deformity, unspecified site|4|N|256|Q1480291|D003286|57048009|M24.5||||00370207-n|00369399-n|contracture%1:04:00::|||Deformidad en flexión, localización no especificada|
3556424|C0333068|ENG|S|L1692728|VW|S11636776|Y|A17814506|||M21.20|ICD10CM|PT|M21.20|Flexion deformity, unspecified site|4|N|256|Q1480291|D003286|57048009|M62.4||||00370207-n|00369399-n|contracture%1:04:00::|||Deformidad en flexión, localización no especificada|
3556425|C0333068|ENG|S|L1692728|VW|S11636776|Y|A17814506|||M21.20|ICD10CM|PT|M21.20|Flexion deformity, unspecified site|4|N|256|Q1480291|D003286|57048009|T79.6||||00370207-n|00369399-n|contracture%1:04:00::|||Deformidad en flexión, localización no especificada|
3641375|C0340464|ENG|S|L0013583|PF|S0483204|N|A17864483|||I49.49|ICD10CM|ET|I49.49|Ectopic beats|4|N|256|Q189331|D001145||I49||||14134156-n|14110674-n|cardiac_arrhythmia%1:26:00:: arrhythmia%1:26:00::|||Otros tipos de despolarización prematura|
3641376|C0340464|ENG|S|L0013583|PF|S0483204|N|A17864483|||I49.49|ICD10CM|ET|I49.49|Ectopic beats|4|N|256|Q189331|D001145||I47||||14134156-n|14110674-n|cardiac_arrhythmia%1:26:00:: arrhythmia%1:26:00::|||Otros tipos de despolarización prematura|
3641377|C0340464|ENG|S|L0013583|PF|S0483204|N|A17864483|||I49.49|ICD10CM|ET|I49.49|Ectopic beats|4|N|256|Q840646|D005117||||||07416204-n|07401604-n|extrasystole%1:11:00::|||Otros tipos de despolarización prematura|
3641447|C0340464|ENG|S|L0015374|VO|S0371151|N|A17851809|||I49.49|ICD10CM|ET|I49.49|Extrasystoles|4|N|256|Q189331|D001145||I49||||14134156-n|14110674-n|cardiac_arrhythmia%1:26:00:: arrhythmia%1:26:00::|||Otros tipos de despolarización prematura|
3641448|C0340464|ENG|S|L0015374|VO|S0371151|N|A17851809|||I49.49|ICD10CM|ET|I49.49|Extrasystoles|4|N|256|Q189331|D001145||I47||||14134156-n|14110674-n|cardiac_arrhythmia%1:26:00:: arrhythmia%1:26:00::|||Otros tipos de despolarización prematura|
3641449|C0340464|ENG|S|L0015374|VO|S0371151|N|A17851809|||I49.49|ICD10CM|ET|I49.49|Extrasystoles|4|N|256|Q840646|D005117||||||07416204-n|07401604-n|extrasystole%1:11:00::|||Otros tipos de despolarización prematura|
3641516|C0340464|ENG|S|L0033037|VO|S11079287|Y|A17826358|||I49.40|ICD10CM|ET|I49.40|Premature beats NOS|4|N|256|Q189331|D001145||I49||||14134156-n|14110674-n|cardiac_arrhythmia%1:26:00:: arrhythmia%1:26:00::|||Despolarización prematura no especificada|
3641517|C0340464|ENG|S|L0033037|VO|S11079287|Y|A17826358|||I49.40|ICD10CM|ET|I49.40|Premature beats NOS|4|N|256|Q189331|D001145||I47||||14134156-n|14110674-n|cardiac_arrhythmia%1:26:00:: arrhythmia%1:26:00::|||Despolarización prematura no especificada|
3641518|C0340464|ENG|S|L0033037|VO|S11079287|Y|A17826358|||I49.40|ICD10CM|ET|I49.40|Premature beats NOS|4|N|256|Q840646|D005117||||||07416204-n|07401604-n|extrasystole%1:11:00::|||Despolarización prematura no especificada|
3641555|C0340464|ENG|S|L0372887|VO|S11635785|Y|A17787882|||I49.49|ICD10CM|ET|I49.49|Extrasystolic arrhythmias|4|N|256|Q189331|D001145||I49||||14134156-n|14110674-n|cardiac_arrhythmia%1:26:00:: arrhythmia%1:26:00::|||Otros tipos de despolarización prematura|
3641556|C0340464|ENG|S|L0372887|VO|S11635785|Y|A17787882|||I49.49|ICD10CM|ET|I49.49|Extrasystolic arrhythmias|4|N|256|Q189331|D001145||I47||||14134156-n|14110674-n|cardiac_arrhythmia%1:26:00:: arrhythmia%1:26:00::|||Otros tipos de despolarización prematura|
3641557|C0340464|ENG|S|L0372887|VO|S11635785|Y|A17787882|||I49.49|ICD10CM|ET|I49.49|Extrasystolic arrhythmias|4|N|256|Q840646|D005117||||||07416204-n|07401604-n|extrasystole%1:11:00::|||Otros tipos de despolarización prematura|
3687296|C0343375|ENG|P|L0030525|VW|S0217559|N|A17837350|||A01.1|ICD10CM|PT|A01.1|Paratyphoid fever A|4|N||Q705906|D010284|||A01.2|||14162020-n|14138538-n|paratyphoid%1:26:00:: paratyphoid_fever%1:26:00::|||Fiebre paratifoidea A|
