item	itemLabel	wordnet_id	MESH	CUI	ICD-10	SNOMED-CT	wordnet30_id	sense
http://www.wikidata.org/entity/Q16397	Bruce Lee	11144290-n					11124300-n	bruce_lee%1:18:00:: lee%1:18:04:: lee_yuen_kam%1:18:00::
http://www.wikidata.org/entity/Q16558	Fort Worth	09167060-n					09144323-n	fort_worth%1:15:00::
http://www.wikidata.org/entity/Q16559	Austin	09165754-n					09143017-n	austin%1:15:00:: capital_of_texas%1:15:00::
http://www.wikidata.org/entity/Q16572	Guangzhou	08743287-n					08725454-n	guangzhou%1:15:00:: kwangchow%1:15:00:: kuangchou%1:15:00:: canton%1:15:00::
http://www.wikidata.org/entity/Q16867	Edgar Allan Poe	11260470-n					11240480-n	poe%1:18:00:: edgar_allan_poe%1:18:00::
http://www.wikidata.org/entity/Q17221	spokesperson	10657708-n					10638310-n	spokesman%1:18:00::
http://www.wikidata.org/entity/Q17892	Sappho	11301335-n					11281345-n	sappho%1:18:00::
http://www.wikidata.org/entity/Q18535	allegory	06378026-n					06366581-n	allegory%1:10:01::
http://www.wikidata.org/entity/Q18758	Malay Peninsula	08984548-n					08964810-n	malay_peninsula%1:15:00::
http://www.wikidata.org/entity/Q20019	macaroni	07716709-n					07700964-n	macaroni%1:13:00::
http://www.wikidata.org/entity/Q20032	fettuccine	07716383-n					07700638-n	fettuccine%1:13:00:: fettuccini%1:13:00::
http://www.wikidata.org/entity/Q22693	olivine	14708272-n					14684111-n	olivine%1:27:00::
http://www.wikidata.org/entity/Q22947	inhabitant	09643248-n					09620078-n	inhabitant%1:18:00:: dweller%1:18:00:: indweller%1:18:00:: denizen%1:18:00:: habitant%1:18:00::
http://www.wikidata.org/entity/Q23066	Cumbria	08901776-n					08881549-n	cumbria%1:15:00::
http://www.wikidata.org/entity/Q23086	North Yorkshire	08905607-n					08885380-n	north_yorkshire%1:15:00::
http://www.wikidata.org/entity/Q23090	Lincolnshire	08904418-n					08884191-n	lincolnshire%1:15:00::
http://www.wikidata.org/entity/Q23220	Berkshire	08901483-n					08881256-n	berkshire%1:15:00::
http://www.wikidata.org/entity/Q23240	Essex	08902288-n					08882061-n	essex%1:15:00::
http://www.wikidata.org/entity/Q23406	Red Sea	09429429-n					09406551-n	red_sea%1:17:00::
http://www.wikidata.org/entity/Q23418	postern	03995707-n					03989349-n	postern%1:06:00::
http://www.wikidata.org/entity/Q23522	Balkans	08715852-n	D063368				08698038-n	balkans%1:15:00::
http://www.wikidata.org/entity/Q23556	Atlanta	09099186-n					09076675-n	atlanta%1:15:00:: capital_of_georgia%1:15:01::
http://www.wikidata.org/entity/Q23685	Jimmy Carter	10904583-n					10884831-n	president_carter%1:18:00:: carter%1:18:01:: james_earl_carter%1:18:00:: james_earl_carter_jr.%1:18:00:: jimmy_carter%1:18:00::
http://www.wikidata.org/entity/Q23800	Valletta	08988998-n					08966647-n	valletta%1:15:00:: capital_of_malta%1:15:00:: valetta%1:15:00::
http://www.wikidata.org/entity/Q23856	top	04461511-n					04454240-n	teetotum%1:06:00:: top%1:06:03:: spinning_top%1:06:00:: whirligig%1:06:01::
http://www.wikidata.org/entity/Q24603	Independence	09129392-n					09106770-n	independence%1:15:00::
http://www.wikidata.org/entity/Q24829	Orson Welles	11400763-n					11380768-n	george_orson_welles%1:18:00:: orson_welles%1:18:00:: welles%1:18:00::
http://www.wikidata.org/entity/Q24869	feature film	06627379-n					06615026-n	feature%1:10:00:: feature_film%1:10:00::
http://www.wikidata.org/entity/Q25227	Netherlands Antilles	08766332-n	D009427				08748499-n	netherlands_antilles%1:15:00::
http://www.wikidata.org/entity/Q25956	space station	04273272-n					04266162-n	space_platform%1:06:00:: space_station%1:06:00:: space_laboratory%1:06:00::
http://www.wikidata.org/entity/Q25973	Hermann Hesse	11068200-n					11048205-n	hesse%1:18:00:: hermann_hesse%1:18:00::
http://www.wikidata.org/entity/Q26102	whistleblower	10797068-n	D035642				10777400-n	whistleblower%1:18:00:: whistle_blower%1:18:00:: whistle-blower%1:18:00::
http://www.wikidata.org/entity/Q26401	vertex	05875905-n					05867283-n	vertex%1:09:00::
http://www.wikidata.org/entity/Q26439	Argun River	09228778-n					09205890-n	argun_river%1:17:00:: argun%1:17:00:: ergun_he%1:17:00::
http://www.wikidata.org/entity/Q26879	Melvil Dewey	10953017-n					10933266-n	melville_louis_kossuth_dewey%1:18:00:: dewey%1:18:02:: melvil_dewey%1:18:00::
http://www.wikidata.org/entity/Q27205	fibrin	14758120-n	D005337				14733941-n	fibrin%1:27:00::
http://www.wikidata.org/entity/Q27686	hotel	03547513-n					03542333-n	hotel%1:06:00::
http://www.wikidata.org/entity/Q28077	hammam	04506595-n					04499300-n	turkish_bath%1:06:00::
http://www.wikidata.org/entity/Q28206	Augusta	09115400-n					09092822-n	augusta%1:15:00:: capital_of_maine%1:15:00::
http://www.wikidata.org/entity/Q28922	Passeridae	01542214-n	D046370				01539573-n	sparrow%1:05:00:: true_sparrow%1:05:00::
http://www.wikidata.org/entity/Q29022	English Springer Spaniel	02104692-n					02102040-n	english_springer_spaniel%1:05:00:: english_springer%1:05:00::
http://www.wikidata.org/entity/Q29177	Field Spaniel	02104322-n					02101670-n	field_spaniel%1:05:00::
http://www.wikidata.org/entity/Q30034	Apis mellifera	02210932-n					02208280-n	honeybee%1:05:00:: apis_mellifera%1:05:00::
http://www.wikidata.org/entity/Q30869	nucleolus	05442853-n	D002466				05435277-n	nucleolus%1:08:00:: nucleole%1:08:00::
http://www.wikidata.org/entity/Q31347	Grand Canal	08746927-n					08729094-n	grand_canal%1:15:00::
http://www.wikidata.org/entity/Q31818	Jynx	01844320-n					01841679-n	wryneck%1:05:00::
http://www.wikidata.org/entity/Q33261	ocelot	02128146-n					02125494-n	panther_cat%1:05:00:: ocelot%1:05:00:: felis_pardalis%1:05:00::
http://www.wikidata.org/entity/Q33486	Hartford	09091681-n					09069190-n	capital_of_connecticut%1:15:00:: hartford%1:15:00::
http://www.wikidata.org/entity/Q33518	Dover	09092731-n					09070233-n	capital_of_delaware%1:15:00:: dover%1:15:00::
http://www.wikidata.org/entity/Q33609	polar bear	02136736-n					02134084-n	thalarctos_maritimus%1:05:00:: polar_bear%1:05:00:: ursus_maritimus%1:05:00:: ice_bear%1:05:00::
http://www.wikidata.org/entity/Q33767	hand	02442881-n	D006225	C0018563			02440250-n	hand%1:05:01::
http://www.wikidata.org/entity/Q34116	Thunder Bay	08847288-n					08828296-n	thunder_bay%1:15:00::
http://www.wikidata.org/entity/Q34336	diesel locomotive	03198281-n					03193597-n	diesel_locomotive%1:06:00::
http://www.wikidata.org/entity/Q34370	Rotterdam	08970680-n					08950907-n	rotterdam%1:15:00::
http://www.wikidata.org/entity/Q34600	Kyoto	08944866-n					08925093-n	kyoto%1:15:00::
http://www.wikidata.org/entity/Q34647	Johannesburg	09023035-n					09000665-n	johannesburg%1:15:00::
http://www.wikidata.org/entity/Q34692	Kingston	08772071-n					08754238-n	kingston%1:15:00:: capital_of_jamaica%1:15:00:: jamaican_capital%1:15:00::
http://www.wikidata.org/entity/Q34718	rhinoceros	02394646-n					02391994-n	rhino%1:05:00:: rhinoceros%1:05:00::
http://www.wikidata.org/entity/Q35245	etymology	06178571-n					06168855-n	etymology%1:09:00::
http://www.wikidata.org/entity/Q35484	Medina	09016709-n					08994339-n	al_madinah%1:15:00:: medina%1:15:00::
http://www.wikidata.org/entity/Q35715	South Australia	08853400-n	D013021				08834408-n	south_australia%1:15:00::
http://www.wikidata.org/entity/Q35942	Polynesia	08860659-n	D011114				08841667-n	polynesia%1:15:00::
http://www.wikidata.org/entity/Q37056	Taymyr Peninsula	09044502-n					09022132-n	taimyr_peninsula%1:15:00:: taymyr_peninsula%1:15:00::
http://www.wikidata.org/entity/Q37501	eyeglasses	04279164-n	D005139				04272054-n	eyeglasses%1:06:00:: spectacles%1:06:00:: specs%1:06:00:: glasses%1:06:00::
http://www.wikidata.org/entity/Q37643	Gulf War	01309581-n	D047830				01307090-n	gulf_war%1:04:00:: persian_gulf_war%1:04:00::
http://www.wikidata.org/entity/Q37710	border collie	02108818-n					02106166-n	border_collie%1:05:00::
http://www.wikidata.org/entity/Q37995	Yangon	08733610-n					08715777-n	rangoon%1:15:00:: yangon%1:15:00::
http://www.wikidata.org/entity/Q38383	Bulldog	02111324-n					02108672-n	bulldog%1:05:00:: english_bulldog%1:05:00::
http://www.wikidata.org/entity/Q38751	Maltese	02088588-n					02085936-n	maltese_terrier%1:05:00:: maltese_dog%1:05:00:: maltese%1:05:00::
http://www.wikidata.org/entity/Q38807	Suva	08797227-n					08779375-n	suva%1:15:00::
http://www.wikidata.org/entity/Q39093	Rottweiler	02109202-n					02106550-n	rottweiler%1:05:00::
http://www.wikidata.org/entity/Q39777	maraca	03726382-n					03720891-n	maraca%1:06:00::
http://www.wikidata.org/entity/Q40169	Assyria	08938717-n					08918944-n	assyria%1:15:00::
http://www.wikidata.org/entity/Q40283	self-defence	00826853-n					00825192-n	self-protection%1:04:00:: self-defense%1:04:00:: self-defence%1:04:00::
http://www.wikidata.org/entity/Q40846	Tenerife	09051013-n					09028643-n	tenerife%1:15:00::
http://www.wikidata.org/entity/Q41055	forehead	05610303-n	D005546	C0016540			05602548-n	forehead%1:08:00:: brow%1:08:00::
http://www.wikidata.org/entity/Q41064	Psalms	06448807-n					06437137-n	book_of_psalms%1:10:00:: psalms%1:10:00::
http://www.wikidata.org/entity/Q41079	Inner Mongolia	08747804-n					08729971-n	nei_monggol%1:15:00:: inner_mongolia%1:15:00::
http://www.wikidata.org/entity/Q41211	San Juan	08771127-n					08753294-n	san_juan%1:15:00::
http://www.wikidata.org/entity/Q41323	American football	00470726-n	D005538				00469651-n	american_football%1:04:00:: american_football_game%1:04:00::
http://www.wikidata.org/entity/Q41354	vinegar	07844963-n					07828987-n	vinegar%1:13:00:: acetum%1:13:00::
http://www.wikidata.org/entity/Q41607	umbrella	04514450-n					04507155-n	umbrella%1:06:00::
http://www.wikidata.org/entity/Q41726	freemasonry	08252434-n					08235513-n	masonry%1:14:00:: freemasonry%1:14:00::
http://www.wikidata.org/entity/Q41960	Ailurus fulgens	02512446-n					02509815-n	panda%1:05:02:: ailurus_fulgens%1:05:00:: lesser_panda%1:05:00:: cat_bear%1:05:00:: red_panda%1:05:00:: bear_cat%1:05:00::
http://www.wikidata.org/entity/Q42177	bed	02821967-n	D001513				02818832-n	bed%1:06:00::
http://www.wikidata.org/entity/Q42515	cartography	00926393-n					00924579-n	mapmaking%1:04:00:: cartography%1:04:00::
http://www.wikidata.org/entity/Q42810	Le Havre	08956076-n					08936303-n	le_havre%1:15:00::
http://www.wikidata.org/entity/Q43070	Donetsk	09038469-n					09016099-n	donetske%1:15:00:: stalino%1:15:00:: donetsk%1:15:00::
http://www.wikidata.org/entity/Q43193	truck	03695799-n					03690473-n	lorry%1:06:00:: camion%1:06:02::
http://www.wikidata.org/entity/Q43290	Talmud	06474066-n					06462396-n	talmud%1:10:00::
http://www.wikidata.org/entity/Q134657	Rhinoceros	02394646-n					02391994-n	rhino%1:05:00:: rhinoceros%1:05:00::
http://www.wikidata.org/entity/Q2566774	whirligig	04461511-n					04454240-n	teetotum%1:06:00:: top%1:06:03:: spinning_top%1:06:00:: whirligig%1:06:01::
http://www.wikidata.org/entity/Q27914	tenor	10721432-n					10701783-n	tenor%1:18:00::
http://www.wikidata.org/entity/Q28260	Lincoln	09132519-n					09109882-n	capital_of_nebraska%1:15:00:: lincoln%1:15:00::
http://www.wikidata.org/entity/Q28271	Annapolis	09116801-n					09094217-n	capital_of_maryland%1:15:00:: annapolis%1:15:00::
http://www.wikidata.org/entity/Q28626	Draco	10962667-n					10942675-n	draco%1:18:00::
http://www.wikidata.org/entity/Q28848	Saint Paul	09125985-n					09103377-n	capital_of_minnesota%1:15:00:: saint_paul%1:15:00:: st._paul%1:15:00::
http://www.wikidata.org/entity/Q30908	William Tell	10718145-n					10698649-n	william_tell%1:18:00:: tell%1:18:00::
http://www.wikidata.org/entity/Q32102	Ceres	09581885-n					09558756-n	ceres%1:18:00::
http://www.wikidata.org/entity/Q33231	photographer	10446513-n					10426749-n	lensman%1:18:00:: photographer%1:18:00::
http://www.wikidata.org/entity/Q33264	Las Cruces	09138546-n					09115886-n	las_cruces%1:15:00::
http://www.wikidata.org/entity/Q33561	Roswell	09138874-n					09116214-n	roswell%1:15:00::
http://www.wikidata.org/entity/Q33629	Kara Sea	09347024-n					09324118-n	kara_sea%1:17:00::
http://www.wikidata.org/entity/Q33866	Theodore Roosevelt	11289687-n					11269697-n	president_theodore_roosevelt%1:18:00:: president_roosevelt%1:18:01:: roosevelt%1:18:01:: theodore_roosevelt%1:18:00::
http://www.wikidata.org/entity/Q34286	Alexander Graham Bell	10861809-n					10842213-n	alexander_graham_bell%1:18:00:: bell%1:18:00:: alexander_bell%1:18:00::
http://www.wikidata.org/entity/Q34969	Benjamin Franklin	10999075-n					10979079-n	benjamin_franklin%1:18:00:: franklin%1:18:01::
http://www.wikidata.org/entity/Q35155	Thomas Pynchon	11269702-n					11249712-n	pynchon%1:18:00:: thomas_pynchon%1:18:00::
http://www.wikidata.org/entity/Q35367	Sea of Marmara	09370105-n					09347208-n	marmara%1:17:00:: sea_of_marmara%1:17:00:: marmara_denizi%1:17:00:: marmora%1:17:00:: sea_of_marmora%1:17:00::
http://www.wikidata.org/entity/Q35591	Tigris	09481921-n					09458791-n	tigris%1:17:00:: tigris_river%1:17:00::
http://www.wikidata.org/entity/Q35654	Firth of Clyde	09303479-n					09280573-n	firth_of_clyde%1:17:00::
http://www.wikidata.org/entity/Q35678	Benjamin Harrison	11051664-n					11031668-n	president_harrison%1:18:02:: benjamin_harrison%1:18:00:: president_benjamin_harrison%1:18:00:: harrison%1:18:02::
http://www.wikidata.org/entity/Q36402	midnight	15193232-n					15168185-n	midnight%1:28:00::
http://www.wikidata.org/entity/Q37064	Alexander Fleming	10992817-n					10972825-n	sir_alexander_fleming%1:18:00:: alexander_fleming%1:18:00:: fleming%1:18:01::
http://www.wikidata.org/entity/Q37083	Olea europaea	12321697-n					12301180-n	olive%1:20:00:: european_olive_tree%1:20:00:: olea_europaea%1:20:00::
http://www.wikidata.org/entity/Q37193	Robert Koch	11128390-n					11108400-n	koch%1:18:00:: robert_koch%1:18:00::
http://www.wikidata.org/entity/Q37278	John Paul I	11107602-n					11087612-n	albino_luciano%1:18:00:: john_paul_i%1:18:00::
http://www.wikidata.org/entity/Q37562	Donatello	10959032-n					10939040-n	donatello%1:18:00:: donato_di_betto_bardi%1:18:00::
http://www.wikidata.org/entity/Q37615	Luciano Pavarotti	11247091-n					11227101-n	luciano_pavarotti%1:18:00:: pavarotti%1:18:00::
http://www.wikidata.org/entity/Q37879	Paulo Afonso Falls	09410517-n					09387624-n	paulo_afonso%1:17:00:: paulo_afonso_falls%1:17:00::
http://www.wikidata.org/entity/Q38203	Helen Keller	11119075-n					11099085-n	keller%1:18:00:: helen_keller%1:18:00:: helen_adams_keller%1:18:00::
http://www.wikidata.org/entity/Q38555	Santa Fe	09138978-n					09116318-n	capital_of_new_mexico%1:15:00:: santa_fe%1:15:00::
http://www.wikidata.org/entity/Q39266	puppy	10513420-n					10493835-n	pup%1:18:00:: puppy%1:18:00::
http://www.wikidata.org/entity/Q39978	Nostradamus	11230095-n					11210105-n	nostradamus%1:18:00:: michel_de_notredame%1:18:00::
http://www.wikidata.org/entity/Q40348	lawyer	10269647-n	D033241				10249950-n	attorney%1:18:00:: lawyer%1:18:00::
http://www.wikidata.org/entity/Q40662	John the Baptist	11107349-n					11087359-n	st._john_the_baptist%1:18:00:: john_the_baptist%1:18:00::
http://www.wikidata.org/entity/Q40852	Edward Jenner	11102125-n					11082135-n	jenner%1:18:00:: edward_jenner%1:18:00::
http://www.wikidata.org/entity/Q40874	Doris Lessing	11149468-n					11129478-n	doris_lessing%1:18:00:: lessing%1:18:00:: doris_may_lessing%1:18:00::
http://www.wikidata.org/entity/Q40946	Daniel Defoe	10947021-n					10927270-n	defoe%1:18:00:: daniel_defoe%1:18:00::
http://www.wikidata.org/entity/Q41148	Martin Scorsese	11308808-n					11288818-n	martin_scorsese%1:18:00:: scorsese%1:18:00::
http://www.wikidata.org/entity/Q41508	Ludwig Mies van der Rohe	11198912-n					11178922-n	mies_van_der_rohe%1:18:00:: ludwig_mies_van_der_rohe%1:18:00::
http://www.wikidata.org/entity/Q41680	Dionysus	09582027-n					09558898-n	dionysus%1:18:00::
http://www.wikidata.org/entity/Q41683	Thucydides	11361609-n					11341614-n	thucydides%1:18:00::
http://www.wikidata.org/entity/Q41746	Achilles	09617472-n					09594298-n	achilles%1:18:00::
http://www.wikidata.org/entity/Q41921	Rosa Parks	11243386-n					11223396-n	rosa_parks%1:18:00:: parks%1:18:00::
http://www.wikidata.org/entity/Q41980	Democritus	10950047-n					10930296-n	democritus%1:18:00::
http://www.wikidata.org/entity/Q42008	sovereignty	14016420-n					13992935-n	sovereignty%1:26:00::
http://www.wikidata.org/entity/Q42156	Henri Bergson	10866100-n					10846504-n	henri_bergson%1:18:00:: bergson%1:18:00:: henri_louis_bergson%1:18:00::
http://www.wikidata.org/entity/Q42930	Dustin Hoffman	11074437-n					11054442-n	hoffman%1:18:00:: dustin_hoffman%1:18:00::
http://www.wikidata.org/entity/Q42985	Ivan Pavlov	11247196-n		CL563787			11227206-n	ivan_pavlov%1:18:00:: pavlov%1:18:00:: ivan_petrovich_pavlov%1:18:00::
http://www.wikidata.org/entity/Q43041	hemoglobin	15048807-n	D006454				15024240-n	hemoglobin%1:27:00:: haemoglobin%1:27:00:: hb%1:27:00::
http://www.wikidata.org/entity/Q43292	Sultan	10693754-n					10674315-n	grand_turk%1:18:00:: sultan%1:18:00::
http://www.wikidata.org/entity/Q43527	Sitting Bull	11323693-n					11303698-n	sitting_bull%1:18:00::
http://www.wikidata.org/entity/Q43689	Ambrose	10835252-n					10815648-n	ambrose%1:18:00:: saint_ambrose%1:18:00:: st._ambrose%1:18:00::
http://www.wikidata.org/entity/Q43919	Salem	09156897-n					09134202-n	salem%1:15:00:: capital_of_oregon%1:15:00::
http://www.wikidata.org/entity/Q43922	Leo XIII	11147986-n					11127996-n	gioacchino_pecci%1:18:00:: leo_xiii%1:18:00:: giovanni_vincenzo_pecci%1:18:00::
http://www.wikidata.org/entity/Q44281	Ignatius of Loyola	11091167-n					11071177-n	saint_ignatius_of_loyola%1:18:00:: st._ignatius_of_loyola%1:18:00:: loyola%1:18:00:: ignatius_of_loyola%1:18:00::
http://www.wikidata.org/entity/Q44459	knuckleball	00109247-n					00108479-n 00108427-n	knuckleball%1:04:00:: here%4:02:00:: knuckler%1:04:00::
http://www.wikidata.org/entity/Q44555	Crazy Horse	10934531-n					10914779-n	tashunca-uitco%1:18:00:: crazy_horse%1:18:00::
http://www.wikidata.org/entity/Q44626	Cretaceous	15151313-n					15126361-n	cretaceous%1:28:00:: cretaceous_period%1:28:00::
http://www.wikidata.org/entity/Q44741	Francisco Pizarro	11258716-n					11238726-n	pizarro%1:18:00:: francisco_pizarro%1:18:00::
http://www.wikidata.org/entity/Q44928	black tie	02850869-n					02847631-n	black_tie%1:06:00::
http://www.wikidata.org/entity/Q45341	East China Sea	09294197-n					09271291-n	east_china_sea%1:17:00::
http://www.wikidata.org/entity/Q45713	titan	09595603-n					09572425-n	titan%1:18:00::
http://www.wikidata.org/entity/Q45765	Jack London	11157738-n					11137748-n	john_griffith_chaney%1:18:00:: london%1:18:00:: jack_london%1:18:00::
http://www.wikidata.org/entity/Q45792	King Arthur	10844492-n					10824888-n	arthur%1:18:00:: king_arthur%1:18:00::
http://www.wikidata.org/entity/Q46802	Bhagavad Gita	06442826-n					06431156-n	bhagavadgita%1:10:00:: bhagavad-gita%1:10:00:: gita%1:10:00::
http://www.wikidata.org/entity/Q46830	Robert Hooke	11077920-n					11057925-n	hooke%1:18:00:: robert_hooke%1:18:00::
http://www.wikidata.org/entity/Q46834	balance sheet	13425137-n					13403964-n	balance_sheet%1:21:00::
http://www.wikidata.org/entity/Q46868	I. M. Pei	11248143-n					11228153-n	i._m._pei%1:18:00:: ieoh_ming_pei%1:18:00:: pei%1:18:00::
http://www.wikidata.org/entity/Q47092	rape	00774891-n	D011902				00773402-n	assault%1:04:02:: violation%1:04:02:: ravishment%1:04:00:: rape%1:04:00::
http://www.wikidata.org/entity/Q47228	Kama Sutra	06636295-n					06623788-n	kamasutra%1:10:00::
